"github_run_id","run_type","search_version","sources","zenodo_record_id","doi","record_url","visibility","manifest_sha256","published_at_utc"
"35730574878","full","v1","lens;openalex;wos","22921060","10.5281/zenodo.22921060","https://zenodo.org/records/22921060","restricted","6a4749237e3b09a8c8197b69084e75de71d720feeed517f41a1140fd0715c919","2026-09-23T20:47:03Z"
"35735412308","full","v1","agricola","22920797","10.5281/zenodo.22920797","https://zenodo.org/records/22920797","restricted","e533469dafdf091be8849fbfc4354f7714b6c0fb7143d030cb7067b10b8a2b28","2026-09-23T15:26:10Z"
